label,message
spam,LIC Policy: You're eligible for bonus amount. Contact 917000106941 to claim.
spam,You have won a free trip to Goa! Text YES to 07842530659 to claim your package.
ham,Did you finish the project report? Need to submit it by EOD.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Don't forget to bring milk on your way back from office.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917282520947
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Call me when you're free. Need to discuss something important.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +918779992986 to process.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +918707273235
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 919652910476 to process.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +917595059734
ham,Can you pick up the kids from school today? I have a meeting.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 09807213698
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Your SIM has been deactivated. Reactivate now by calling 918388745321
spam,Aadhaar Alert: Your document needs verification. Contact 07432345193 immediately.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Airtel: Your account has won a special bonus. Dial 08351704600 to redeem now.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Your SIM has been deactivated. Reactivate now by calling 08939722758
spam,Your WhatsApp account will be banned in 24 hours. Verify at 918229260229
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919692007752
spam,LIC Policy: You're eligible for bonus amount. Contact +918632238476 to claim.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 09476095014 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919122636876
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08646485993
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +919651156064 to process.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 09021371084
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 07705053483
ham,Remember to wish Papa happy birthday at midnight!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917143599046
spam,LIC Policy: You're eligible for bonus amount. Contact +917315303342 to claim.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08806264973
spam,Your SIM has been deactivated. Reactivate now by calling 07314508044
spam,You have won a free trip to Goa! Text YES to 919999251711 to claim your package.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07418970830
spam,Win ₹10000 cash prize! Call 07868414554 to claim your reward. Hurry!
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917050134503 to process.
spam,Win ₹10000 cash prize! Call 08734121909 to claim your reward. Hurry!
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 919832364874
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 07750126359 to process.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 917949398695 to process.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Did you finish the project report? Need to submit it by EOD.
ham,Call me when you're free. Need to discuss something important.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 918487219947
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
spam,Win ₹10000 cash prize! Call 917589151545 to claim your reward. Hurry!
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918761091802
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 918207778424
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +918480683338 to process.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 09524426568
spam,Aadhaar Alert: Your document needs verification. Contact 08441101479 immediately.
spam,You have won a free trip to Goa! Text YES to 07471290584 to claim your package.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Let's meet for chai at the usual place at 5 PM?
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 07250738144
spam,Airtel: Your account has won a special bonus. Dial +917382804320 to redeem now.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Remember to wish Papa happy birthday at midnight!
ham,Can you pick up the kids from school today? I have a meeting.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917766862002 to process.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 07244123495
spam,Win ₹10000 cash prize! Call 08527215945 to claim your reward. Hurry!
spam,LIC Policy: You're eligible for bonus amount. Contact 08524663458 to claim.
spam,Aadhaar Alert: Your document needs verification. Contact 919353214783 immediately.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 07540760311 to process.
spam,Your SIM has been deactivated. Reactivate now by calling 917019271543
spam,LIC Policy: You're eligible for bonus amount. Contact 09596013587 to claim.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917694056031
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919968079576
ham,Let's meet for chai at the usual place at 5 PM?
spam,Aadhaar Alert: Your document needs verification. Contact 07900524364 immediately.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 918061790446
spam,Airtel: Your account has won a special bonus. Dial 918050629528 to redeem now.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919147954790
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 08230519958
spam,Win ₹10000 cash prize! Call +918023812345 to claim your reward. Hurry!
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 08805952157 to process.
spam,You have won a free trip to Goa! Text YES to 918769200111 to claim your package.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918416705076
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Remember to wish Papa happy birthday at midnight!
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 918852674652
ham,Don't forget to bring milk on your way back from office.
spam,Airtel: Your account has won a special bonus. Dial 07708315710 to redeem now.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 919863482838
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Can you pick up the kids from school today? I have a meeting.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 07876829253
spam,Your SIM has been deactivated. Reactivate now by calling 08223504688
spam,Win ₹10000 cash prize! Call +917838242740 to claim your reward. Hurry!
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Remember to wish Papa happy birthday at midnight!
ham,Call me when you're free. Need to discuss something important.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +918820249298
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 917880830070
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Your WhatsApp account will be banned in 24 hours. Verify at +918449100457
spam,Airtel: Your account has won a special bonus. Dial 917255020564 to redeem now.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Remember to wish Papa happy birthday at midnight!
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917434744651
spam,Airtel: Your account has won a special bonus. Dial 09187355393 to redeem now.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 917558360563
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919527346120
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
spam,URGENT: Your PAN card has been blocked. Verify immediately at 918476196273
ham,Can you pick up the kids from school today? I have a meeting.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 919555235695
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,LIC Policy: You're eligible for bonus amount. Contact 917943372198 to claim.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 07138744863 to process.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 08837175427
spam,Win ₹10000 cash prize! Call +918484005265 to claim your reward. Hurry!
ham,Your parcel has been delivered. Check at the security desk.
spam,Airtel: Your account has won a special bonus. Dial +919296186685 to redeem now.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,You have won a free trip to Goa! Text YES to 919417487598 to claim your package.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Did you finish the project report? Need to submit it by EOD.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 917569239923
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +917733266226 to process.
spam,Your WhatsApp account will be banned in 24 hours. Verify at +917568815441
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 08919196488
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,You have won a free trip to Goa! Text YES to +919290758874 to claim your package.
ham,Your parcel has been delivered. Check at the security desk.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Your SIM has been deactivated. Reactivate now by calling +919304551409
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 918277257601
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 917080755494
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Don't forget to bring milk on your way back from office.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 07509480875
spam,Airtel: Your account has won a special bonus. Dial 09444401547 to redeem now.
ham,Call me when you're free. Need to discuss something important.
ham,Remember to wish Papa happy birthday at midnight!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Airtel: Your account has won a special bonus. Dial +919171413245 to redeem now.
ham,Your parcel has been delivered. Check at the security desk.
spam,Win ₹10000 cash prize! Call 919933147401 to claim your reward. Hurry!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 918499528789
ham,Let's meet for chai at the usual place at 5 PM?
spam,Win ₹10000 cash prize! Call 09311337259 to claim your reward. Hurry!
ham,Your parcel has been delivered. Check at the security desk.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +918113161475
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Call me when you're free. Need to discuss something important.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919986534050
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 07251169953
ham,Don't forget to bring milk on your way back from office.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Don't forget to bring milk on your way back from office.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +917651342943
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Your parcel has been delivered. Check at the security desk.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 09167578204
spam,You have won a free trip to Goa! Text YES to 919524404381 to claim your package.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +918379150901
ham,Did you finish the project report? Need to submit it by EOD.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919618610756
ham,Don't forget to bring milk on your way back from office.
spam,Aadhaar Alert: Your document needs verification. Contact 08753964764 immediately.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Aadhaar Alert: Your document needs verification. Contact 07463031955 immediately.
ham,Call me when you're free. Need to discuss something important.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 918955411500
ham,Don't forget to bring milk on your way back from office.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 08135969448
ham,Call me when you're free. Need to discuss something important.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Airtel: Your account has won a special bonus. Dial 09009258293 to redeem now.
spam,Your SIM has been deactivated. Reactivate now by calling 08973900219
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 09739869676
ham,Remember to wish Papa happy birthday at midnight!
ham,Did you finish the project report? Need to submit it by EOD.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919394657822
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Aadhaar Alert: Your document needs verification. Contact +919455618894 immediately.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Airtel: Your account has won a special bonus. Dial 08463897812 to redeem now.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 919668417073
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 09064584343
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 08482428225
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 918574305480
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,You have won a free trip to Goa! Text YES to 08957525607 to claim your package.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +918716108947
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,You have won a free trip to Goa! Text YES to 07292981994 to claim your package.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,LIC Policy: You're eligible for bonus amount. Contact 07989464484 to claim.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 08000610913
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919212788157
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Your parcel has been delivered. Check at the security desk.
spam,Aadhaar Alert: Your document needs verification. Contact +917445824587 immediately.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,You have won a free trip to Goa! Text YES to 07067504343 to claim your package.
spam,LIC Policy: You're eligible for bonus amount. Contact 08379905722 to claim.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +917958345006
ham,Call me when you're free. Need to discuss something important.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 08710650031
spam,You have won a free trip to Goa! Text YES to +917847597978 to claim your package.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 917420881619
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 09408738435
spam,Airtel: Your account has won a special bonus. Dial 917025126868 to redeem now.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919466607729
ham,Your parcel has been delivered. Check at the security desk.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 917505451189
ham,Remember to wish Papa happy birthday at midnight!
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +918630991368
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Call me when you're free. Need to discuss something important.
spam,Aadhaar Alert: Your document needs verification. Contact +917759461674 immediately.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919236484161
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Win ₹10000 cash prize! Call +919347133352 to claim your reward. Hurry!
spam,Aadhaar Alert: Your document needs verification. Contact +917673107046 immediately.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,URGENT: Your PAN card has been blocked. Verify immediately at +918859216838
ham,Let's meet for chai at the usual place at 5 PM?
ham,Your parcel has been delivered. Check at the security desk.
ham,Don't forget to bring milk on your way back from office.
spam,LIC Policy: You're eligible for bonus amount. Contact 09573004271 to claim.
spam,Airtel: Your account has won a special bonus. Dial 919394525470 to redeem now.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 919774622090
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 918823535840
spam,Your SIM has been deactivated. Reactivate now by calling 09789502704
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Airtel: Your account has won a special bonus. Dial +918552444761 to redeem now.
ham,Your parcel has been delivered. Check at the security desk.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +918557147364 to process.
spam,URGENT: Your PAN card has been blocked. Verify immediately at +919673071505
ham,Can you pick up the kids from school today? I have a meeting.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 09158075250
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 918225909586
spam,Your SIM has been deactivated. Reactivate now by calling 08305812750
spam,Win ₹10000 cash prize! Call 918648085763 to claim your reward. Hurry!
spam,Your SIM has been deactivated. Reactivate now by calling 917949596810
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +917649565508
ham,Can you pick up the kids from school today? I have a meeting.
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Remember to wish Papa happy birthday at midnight!
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 07523459284
spam,Your SIM has been deactivated. Reactivate now by calling 917694953788
spam,Airtel: Your account has won a special bonus. Dial 919729980164 to redeem now.
spam,Win ₹10000 cash prize! Call +917577898670 to claim your reward. Hurry!
spam,Your WhatsApp account will be banned in 24 hours. Verify at 917591287993
spam,URGENT: Your PAN card has been blocked. Verify immediately at 07107264515
spam,Airtel: Your account has won a special bonus. Dial 07393682211 to redeem now.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Win ₹10000 cash prize! Call 09939896710 to claim your reward. Hurry!
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Can you pick up the kids from school today? I have a meeting.
ham,Remember to wish Papa happy birthday at midnight!
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917884212041
ham,Don't forget to bring milk on your way back from office.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Don't forget to bring milk on your way back from office.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +918765228865
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07990307283
spam,Your SIM has been deactivated. Reactivate now by calling 08283241809
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at +919641614420
spam,You have won a free trip to Goa! Text YES to +919527775197 to claim your package.
ham,Don't forget to bring milk on your way back from office.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call +918259705270
ham,Remember to wish Papa happy birthday at midnight!
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 08780514304
ham,Let's meet for chai at the usual place at 5 PM?
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Remember to wish Papa happy birthday at midnight!
ham,Call me when you're free. Need to discuss something important.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 09339458831
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917079653503
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 917690034248
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Your SIM has been deactivated. Reactivate now by calling 918040794838
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 08310306855
spam,Your WhatsApp account will be banned in 24 hours. Verify at +917327443347
ham,Don't forget to bring milk on your way back from office.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Remember to wish Papa happy birthday at midnight!
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Call me when you're free. Need to discuss something important.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Airtel: Your account has won a special bonus. Dial 917658499851 to redeem now.
ham,Movie tickets booked for Saturday evening. Show at 7 PM.
spam,Aadhaar Alert: Your document needs verification. Contact 09386326314 immediately.
ham,Remember to wish Papa happy birthday at midnight!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 08954648967
spam,Airtel: Your account has won a special bonus. Dial 08406897541 to redeem now.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +917882191900
spam,Your SIM has been deactivated. Reactivate now by calling 918198404446
ham,Call me when you're free. Need to discuss something important.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Win ₹10000 cash prize! Call +918914669033 to claim your reward. Hurry!
spam,Airtel: Your account has won a special bonus. Dial 919525230288 to redeem now.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 919462283440
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 09511868316
ham,Can you pick up the kids from school today? I have a meeting.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Call me when you're free. Need to discuss something important.
spam,Aadhaar Alert: Your document needs verification. Contact +917471573207 immediately.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Don't forget to bring milk on your way back from office.
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call +919526402681 to process.
ham,Your parcel has been delivered. Check at the security desk.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Did you finish the project report? Need to submit it by EOD.
spam,LIC Policy: You're eligible for bonus amount. Contact +919919259814 to claim.
ham,Can you pick up the kids from school today? I have a meeting.
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919786292671
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +919546464174
ham,Let's meet for chai at the usual place at 5 PM?
spam,LIC Policy: You're eligible for bonus amount. Contact 09941749389 to claim.
spam,Aadhaar Alert: Your document needs verification. Contact +919337785813 immediately.
spam,Airtel: Your account has won a special bonus. Dial 918413145954 to redeem now.
ham,Let's meet for chai at the usual place at 5 PM?
ham,Meeting postponed to 3 PM tomorrow. Please update your calendar.
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Income Tax Refund: You have unclaimed refund of ₹12500. Call 08418291180
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call 07276829598
ham,Let's meet for chai at the usual place at 5 PM?
ham,Dinner at Saravana Bhavan tonight? My treat!
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +918879139176
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at 919881617106
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at 917223506603
ham,Let's meet for chai at the usual place at 5 PM?
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Did you finish the project report? Need to submit it by EOD.
spam,Your SIM has been deactivated. Reactivate now by calling 09570687363
ham,Don't forget to bring milk on your way back from office.
spam,Airtel: Your account has won a special bonus. Dial 08150369326 to redeem now.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 917150299510
spam,Your WhatsApp account will be banned in 24 hours. Verify at +919348599278
spam,You have won a free trip to Goa! Text YES to 08580492608 to claim your package.
spam,Win ₹10000 cash prize! Call 08806884728 to claim your reward. Hurry!
spam,Your SIM has been deactivated. Reactivate now by calling 07078681033
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Call me when you're free. Need to discuss something important.
ham,Don't forget to bring milk on your way back from office.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
spam,Jio: Congratulations! You've been selected for 10GB free data. Claim at +917412219873
spam,Win ₹10000 cash prize! Call +919489797786 to claim your reward. Hurry!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Call me when you're free. Need to discuss something important.
spam,Win ₹10000 cash prize! Call +917582118727 to claim your reward. Hurry!
spam,Aadhaar Alert: Your document needs verification. Contact +919863294329 immediately.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 08933685451
ham,Call me when you're free. Need to discuss something important.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial +919950787951
spam,Aadhaar Alert: Your document needs verification. Contact +917773469154 immediately.
ham,Your parcel has been delivered. Check at the security desk.
ham,Don't forget to bring milk on your way back from office.
ham,Don't forget to pay the electricity bill today to avoid late fee.
spam,Your SIM has been deactivated. Reactivate now by calling +919312872166
ham,Don't forget to bring milk on your way back from office.
ham,Don't forget to bring milk on your way back from office.
spam,You have won a free trip to Goa! Text YES to 917978840258 to claim your package.
ham,Remember to wish Papa happy birthday at midnight!
ham,Your parcel has been delivered. Check at the security desk.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Remember to wish Papa happy birthday at midnight!
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Your doctor appointment is confirmed for tomorrow 11 AM.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
ham,Don't forget to bring milk on your way back from office.
ham,Your parcel has been delivered. Check at the security desk.
ham,Happy Diwali! May this festival bring joy and prosperity to your family.
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +919411313910
spam,Win ₹10000 cash prize! Call 09054035820 to claim your reward. Hurry!
ham,"Hi beta, when are you coming home? Mom has made your favorite food."
ham,Remember to wish Papa happy birthday at midnight!
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Did you finish the project report? Need to submit it by EOD.
ham,I'll be 15 minutes late for dinner. Traffic is bad on MG Road.
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Dinner at Saravana Bhavan tonight? My treat!
ham,Don't forget to pay the electricity bill today to avoid late fee.
ham,Your parcel has been delivered. Check at the security desk.
spam,Your WhatsApp account will be banned in 24 hours. Verify at 919970739027
spam,Aadhaar Alert: Your document needs verification. Contact 918697521636 immediately.
ham,Don't forget to bring milk on your way back from office.
spam,URGENT: Your PAN card has been blocked. Verify immediately at 08860396236
spam,Bank Alert: Your SBI card has won a lottery of ₹50000. Call 918595827732 to process.
spam,Flipkart Big Billion Days: You've won a smartphone! Claim at 07195954349
spam,Paytm: Congratulations! You've won ₹1000 cashback. Claim at +917746390528
spam,Aadhaar Alert: Your document needs verification. Contact 07784465625 immediately.
spam,Free recharge! Your number has been selected for ₹500 talktime. Dial 918233921367
spam,Your SIM has been deactivated. Reactivate now by calling 07322022070
spam,Amazon India: You're a lucky winner of ₹20000 voucher. Call +919122220066
